cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,water_cement_ratio,concrete_compressive_strength
-1.0279822513851522,-0.23876246234870444,1.8316199569187164,-0.815366281794389,0.10932691744874097,0.41324944501999716,0.2687103333065974,-0.49836540835172977,0.6359395567189179,
1.352987275376588,-0.5695559948022592,1.189244868677302,-0.6666659989782358,0.518079523356686,-1.9168117147100479,-0.2733444725803504,-0.28591271041175587,-1.1274099355985563,
1.8377355622622116,-0.8285402550861809,-0.8539722794640632,-0.9454790292585241,0.6202676748336722,0.8914053181893542,-1.3699151143746355,-0.28591271041175587,-1.3031423783898013,
-1.2427922765540755,-0.8285402550861809,1.9926007019237937,-0.7317223727103033,0.9779262050031239,0.22350505090517273,0.003290393872299383,-0.28591271041175587,1.127034590255945,
0.4177082277384435,1.130322513606755,-0.8539722794640632,-0.38785296869794733,0.518079523356686,-1.1628939887604783,0.22509672823523377,-0.28591271041175587,-0.6873234554338177,
2.0753572715198705,-0.8285402550861809,-0.8539722794640632,0.8203368291833024,-0.9977113902186099,1.9160250464094064,-1.9805055853737261,-0.6956429135817055,-1.1153907980426394,
0.38349070160534043,-0.8285402550861809,0.9415821840541064,0.6344614756631102,0.7054244677311606,-1.9674102198073342,0.5117004187041947,-0.28591271041175587,-0.4506802340806374,
1.0288712639491413,1.396369980989329,-0.8539722794640632,-1.6936273271772977,2.7491874972708854,-0.3647025708507831,-0.20107049846209127,-0.6652925281617093,-1.19757037950024,
1.0013071456752531,-0.5931000184644338,0.6010459926972123,-1.1778232211587645,1.437772886649562,-0.4494550668887386,0.910453379356662,0.13899268546819193,-1.0972844487012974,
0.46903451693809756,-0.8285402550861809,-0.8539722794640632,0.4485861221429179,-0.9977113902186099,-1.1957830170737147,0.6612327789488699,-0.6652925281617093,-0.5418854851781427,
1.5620943795233275,-0.5460119711400844,0.36886222586296613,-0.9454790292585241,0.9779262050031239,-0.08261590493341131,-0.7468636133551554,-0.28591271041175587,-1.2325100173655408,
2.0753572715198705,-0.8285402550861809,-0.8539722794640632,0.8203368291833024,-0.9977113902186099,1.9160250464094064,-1.9805055853737261,-0.49836540835172977,-1.1153907980426394,
0.5346181086932111,1.396369980989329,-0.8539722794640632,-0.3460310141559038,0.6202676748336722,-0.3647025708507831,-0.20107049846209127,0.6701244303181266,-0.7407984940618332,
-0.776103239572034,0.7371373184484372,-0.8539722794640632,0.4485861221429179,-0.9977113902186099,-0.10285530697232621,0.42696541456554593,-0.28591271041175587,0.6682492152553989,
-0.6458865428988372,-0.8285402550861809,1.8501946582654558,-1.2800546655948697,0.739487184890156,1.0115767677954097,0.05562671995793487,0.8067011647081099,-0.08221740976618332,
0.7057057393587254,-0.8285402550861809,1.3378424794512196,0.508995612036981,0.8757380535261376,-2.177394015961074,0.08054877999871408,-0.28591271041175587,-0.6595112257440296,
-0.8521421865344848,2.5617991522669774,-0.8539722794640632,0.4485861221429179,-0.9977113902186099,-0.5531820023381766,-0.6957733902715577,-0.6045917573217168,0.795652073348116,
0.8967535936018832,-0.8285402550861809,-0.8539722794640632,1.4987818695320039,-0.9977113902186099,0.3790954540793282,-0.11882770032751959,-0.6652925281617093,-0.571556789428781,
-0.2818500843161039,-0.8285402550861809,-0.8539722794640632,0.12330425348258142,-0.9977113902186099,1.7389302785689036,0.15033054811289615,-0.28591271041175587,-0.05117247945069773,
-0.8683004627640054,-0.8285402550861809,1.0839882277124442,-0.9501259130965287,0.688393109151663,1.449253836886937,0.3821057064921431,0.13899268546819193,0.32031823600797377,
